Facility,Sample Collection Date,Sample Field ID,Sample Laboratory ID #,Lab Name ,Sample    % Solids,Sample PFAS Conc. Units    (ng/g dry wt),PFBS    ,MRL, MDL,Qualifiers,PFBA,MRL,MDL,Qualifiers,PFDS,MRL,MDL,Qualifiers,PFDA,MRL,MDL,Qualifiers,PFDoA,MRL,MDL,Qualifiers,PFHpA,MRL,MDL,Qualifiers,PFHxS,MRL,MDL,Qualifiers,PFHxA,MRL,MDL,Qualifiers,PFNA,MRL,MDL,Qualifiers,PFTrDA,MRL,MDL,Qualifiers,PFOSA,MRL,MDL,Qualifiers,PFOA,MRL,MDL,Qualifiers,PFOS,MRL,MDL,Qualifiers,PFPeA,MRL,MDL,Qualifiers,PFTeDA,MRL,MDL,Qualifiers,PFUnA,MRL,MDL,Qualifiers,4:2FTS,MRL,MDL,Qualifiers,PFPeS,MRL,MDL,Qualifiers,6:2FTS,MRL,MDL,Qualifiers,8:2FTS,MRL,MDL,Qualifiers,PFNS,MRL,MDL,Qualifiers,NMeFOSAA,MRL,MDL,Qualifiers,NEtFOSAA,MRL,MDL,Qualifiers,PFTA,MRL,MDL,Qualifiers,PFHpS,MRL,MDL,Qualifiers,,,,,,,,,,,,,,,,,
Soundview Vermont Holdings,5/14/2021,,,Alpha Analytical,,,<MRL,0.334,,,<MRL,0.689,,,<MRL,0.689,,,2.04,,,,1.94,,,,0.59,,,,<MRL,0.344,,,<MRL,0.689,,,1.89,,,,3.05,,,,<MRL,,,,1,,,,2,,,,<MRL,0.689,,,,,,,2.05,,,,<MRL,1.38,,,<MRL,1.038,,,<MRL,0.689,,,<MRL,0.689,,,<MRL,1.38,,,<MRL,0.689,,,<MRL,0.689,,,2.04,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Southbridge WWTF,4/8/2020,,,Enthalpy,50.90%,ng/g,<MRL,0.323,,,<MRL,0.475,,,Not Reported,,,,3.66,,,,Not Reported,,,,1.01,,,,<MRL,0.458,,,25.5,,,,1.73,,,,Not Reported,,,,Not Reported,,,,5.36,,,,5.22,,,,<MRL,0.323,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Southbridge WWTF,9/25/2020,,,Alpha Analytical,62%,ng/g,1.27,,,,11.40,,,,<MRL,0.77,,,2.17,,,,<MRL,0.77,,,<MRL,0.77,,,<MRL,0.773,,,11.9,,,,0.909,,,,<MRL,0.773,,,Not Reported,,,,3.1,,,,4.37,,,F,1.64,,,,Not Reported,,,,<MRL,0.773,,,Not Reported,,,,<MRL,0.773,,,Not Reported,,,,Not Reported,,,,<MRL,0.773,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
"Southbridge, MA",12/4/2020,Primary sample,,Alpha Analytical,49%,ng/g,1.24,,,,13.60,,,,1.49,,,,3.41,,,,ND,1.03,,,ND,1.03,,,ND,1.03,,,14.30,,,,1.55,,,,ND,1.03,,,Not Tested,,,,4.33,,,,6.70,,,,1.85,,,,Not Tested,,,,ND,1.03,,,Not Tested,,,,ND,1.03,,,Not Tested,,,,Not Tested,,,,ND,1.03,,,Not Tested,,,,Not Tested,,,,Not Tested,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
"Southbridge, MA",12/4/2020,Duplicate,,Alpha Analytical,49%,ng/g,1.06,,,,9.20,,,,1.16,,,,3.25,,,,ND,0.97,,,ND,0.97,,,ND,0.97,,,12.60,,,,1.45,,,,ND,0.97,,,Not Tested,,,,3.99,,,,6.44,,,,1.46,,,,Not Tested,,,,ND,0.97,,,Not Tested,,,,ND,0.97,,,Not Tested,,,,Not Tested,,,,ND,0.97,,,Not Tested,,,,Not Tested,,,,Not Tested,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
"Southbridge, MA",2/11/2021,Primary,,Alpha Analytical,52%,ng/g,1.39,0.234,,,7.43,0.467,,,ND,0.467,,,2.62,0.234,,,0.716,0.467,,F,0.733,0.234,,,0.242,0.234,,,11.1,0.467,,,1.49,0.234,,,ND,0.467,,,Not Reported,,,,3.67,0.234,,,5.03,0.234,,,2.01,0.467,,,Not Reported,,,,0.576,0.467,,,Not Reported,,,,ND,0.934,,,Not Reported,,,,Not Reported,,,,ND,0.934,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
"Southbridge, MA",2/11/2021,Duplicate,,Alpha Analytical,52%,ng/g,1.32,0.229,,,7.44,0.458,,,ND,0.458,,,2.49,0.229,,,0.839,0.458,,,0.748,0.229,,,ND,0.229,,,10.2,0.458,,,1.41,0.229,,,ND,0.458,,,Not Reported,,,,3.49,0.229,,,4.8,0.229,,,2.24,0.458,,,Not Reported,,,,0.582,0.458,,,Not Reported,,,,ND,0.915,,,Not Reported,,,,Not Reported,,,,ND,0.915,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
"Southbridge, MA",5/11/2021,,,Alpha Analytical,,ng/g,2.71,0.75,,,7.52,0.75,,,ND,,,,2.56,,,,0.63,,,,1,0.23,,,ND,0.75,,,14.2,0.75,,,1.41,7.6,,,ND,0.83,,,Not Tested,,,,4.02,3.6,,,5,10,,,2.7,0.53,,,,,,,ND,,,,Not Tested,,,,ND,,,,Not Tested,,,,Not Tested,,,,ND,,,,Not Tested,,,,Not Tested,,,,Not Tested,,,,Not Tested,,,,,,,,,,,,,,,,,,,,
"Southbridge, MA",5/11/2021,,,Alpha Analytical,,ng/g,2.63,0.75,,,14.7,0.75,,,ND,,,,2.24,,,,0.8,,,,0.9,0.23,,,ND,0.75,,,12.2,0.75,,,1.24,7.6,,,ND,0.83,,,Not Tested,,,,3.57,3.6,,,4.54,10,,,2.48,0.53,,,,,,,ND,,,,Not Tested,,,,ND,,,,Not Tested,,,,Not Tested,,,,ND,,,,Not Tested,,,,Not Tested,,,,Not Tested,,,,Not Tested,,,,,,,,,,,,,,,,,,,,
"Southbridge, MA",5/11/2021,,,Alpha Analytical,,ng/g,Not Tested,0.75,,,Not Tested,0.75,,,Not Tested,,,,Not Tested,,,,Not Tested,,,,Not Tested,0.23,,,Not Tested,0.75,,,Not Tested,0.75,,,Not Tested,7.6,,,Not Tested,0.83,,,Not Tested,,,,Not Tested,3.6,,,Not Tested,10,,,Not Tested,0.53,,,,,,,Not Tested,,,,Not Tested,,,,Not Tested,,,,Not Tested,,,,Not Tested,,,,Not Tested,,,,Not Tested,,,,Not Tested,,,,Not Tested,,,,Not Tested,,,,,,,,,,,,,,,,,,,,
"Waste Options Nantucket, LLC",10/28/2020,,,Eurofins,74%,ng/g,0.46,,,,0.48,,,,<MRL,0.26,,J,0.91,,,,0.41,,,,0.40,,,,<MRL,0.26,,J,1.7,,,,0.4,,,,Not Reported,,,,Not Reported,,,,1.4,,,,3.5,,,,0.92,,,,Not Reported,,,,0.27,,,,Not Reported,,,,<MRL,0.26,,,Not Reported,,,,Not Reported,,,,<MRL,0.26,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
"Waste Options Nantucket, LLC",1/27/2021,Primary,,Eurofins,67%,ng/g,0.33,0.29,0.04,,0.27,0.29,0.04,J,ND,0.29,0.06,,1.00,0.29,0.03,,0.42,0.29,0.10,,0.34,0.29,0.04,,0.11,0.29,0.046,J,1.1,0.29,0.062,,0.46,0.29,0.053,,Not Reported,,,,Not Reported,,,,1.4,0.29,0.13,,3.5,0.74,0.29,B,0.49,0.29,0.11,,Not Reported,,,,0.34,0.29,0.053,F1,Not Reported,,,,ND,0.29,0.029,,Not Reported,,,,Not Reported,,,,ND,0.29,0.029,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
"Waste Options Nantucket, LLC",1/27/2021,Duplicate,,Eurofins,61%,ng/g,0.32,0.31,0.04,,0.23,0.31,0.04,J,ND,0.31,0.06,,0.70,0.31,0.03,,0.28,0.31,0.10,J,0.31,0.31,0.05,,0.09,0.31,0.048,J,1.1,0.31,0.065,,0.4,0.31,0.056,,Not Reported,,,,Not Reported,,,,1.1,0.31,0.13,,2.8,0.77,0.31,B,0.46,0.31,0.12,,Not Reported,,,,0.23,0.31,0.056,J,Not Reported,,,,ND,0.31,0.031,,Not Reported,,,,Not Reported,,,,ND,0.31,0.031,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
"Waste Options Nantucket, LLC",5/13/2021,FC051321,320-73710-1,"Eurofins TestAmerica, Sacramento",78.50%,ng/g,0.4,0.25,0.032,,0.79,0.25,0.035,,ND,0.25,0.049,,0.65,0.25,0.028,,0.26,0.25,0.085,,0.39,0.25,0.037,,<MRL,0.25,0.039,J I,2,0.25,0.053,F2  F1,0.29,0.25,0.045,,Not Reported,,,,Not Reported,,,,1,0.25,0.11,,2.3,0.63,0.25,I,0.85,0.25,0.097,,,,,,<MRL,0.25,0.045,J,Not Reported,,,,<MRL,0.25,0.025,J,Not Reported,,,,Not Reported,,,,ND,0.25,0.025,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
"Waste Options Nantucket, LLC",5/13/2021,FC051321 DUP,320-73710-2,"Eurofins TestAmerica, Sacramento",75.30%,ng/g,0.43,0.26,0.032,,0.89,0.26,0.036,,ND,0.26,0.05,,0.64,0.26,0.028,,0.23,0.26,0.086,J,0.32,0.26,0.037,,<MRL,0.26,0.04,J I,2.2,0.26,0.054,,0.29,0.26,0.046,,Not Reported,,,,Not Reported,,,,0.9,0.26,0.11,,2.1,0.64,0.26,I,0.84,0.26,0.098,,,,,,<MRL,0.26,0.046,J,Not Reported,,,,0.029,0.26,0.026,J,Not Reported,,,,Not Reported,,,,ND,0.26,0.026,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Weymouth Water Dpt,2/8/2021,North Field Primary,,Alpha Analytical,14%,ng/g,ND,0.84,0.13,,<MRL,1.67,0.08,J,ND,1.67,0.51,,ND,0.84,0.22,,ND,1.67,0.23,,<MRL,0.84,0.15,J,ND,0.836,0.202,,<MRL,1.67,0.176,J,ND,0.836,0.251,,ND,1.67,0.684,,Not Reported,,,,<MRL,0.836,0.14,J,0.989,0.836,0.435,F,<MRL,1.67,0.154,,Not Reported,,,,ND,1.67,0.156,,Not Reported,,,,ND,3.34,0.279,,Not Reported,,,,Not Reported,,,,ND,3.34,1,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Weymouth Water Dpt,2/8/2021,North Field Duplicate,,Alpha Analytical,8%,ng/g,ND,1.58,0.25,,<MRL,3.16,0.14,J,ND,3.16,0.97,,ND,1.58,0.42,,ND,3.16,0.44,,ND,1.58,0.29,,ND,1.58,0.383,,<MRL,3.16,0.332,J,ND,1.58,0.475,,ND,3.16,1.29,,Not Reported,,,,<MRL,1.58,0.265,J,1.68,1.58,0.823,,<MRL,3.16,0.291,J,Not Reported,,,,ND,3.16,0.296,,Not Reported,,,,ND,6.33,0.528,,Not Reported,,,,Not Reported,,,,ND,6.33,1.89,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Weymouth Water Dpt,2/8/2021,South Field Primary,,Alpha Analytical,17%,ng/g,ND,0.71,0.11,,<MRL,1.42,0.06,J,ND,1.42,0.43,,ND,0.71,0.19,,ND,1.42,0.20,,ND,0.71,0.13,,ND,0.709,0.172,,ND,1.42,0.149,,ND,0.709,0.213,,ND,1.42,0.58,,Not Reported,,,,ND,0.709,0.119,,0.757,0.709,0.368,,ND,1.42,0.13,,Not Reported,,,,ND,1.42,0.133,,Not Reported,,,,ND,2.83,0.237,,Not Reported,,,,Not Reported,,,,ND,2.83,0.848,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Weymouth Water Dpt,2/8/2021,South Field Duplicate,,Alpha Analytical,20%,ng/g,ND,0.59,0.09,,ND,1.18,0.05,,ND,1.18,0.36,,ND,0.59,0.16,,ND,1.18,0.17,,ND,0.59,0.11,,ND,0.592,0.092,,ND,1.18,0.124,,ND,0.592,0.177,,ND,1.18,0.484,,Not Reported,,,,ND,0.592,0.099,,0.854,0.592,0.308,,<MRL,1.18,0.109,J,Not Reported,,,,ND,1.18,0.111,,Not Reported,,,,ND,2.37,0.198,,Not Reported,,,,Not Reported,,,,ND,2.37,0.708,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Weymouth Water Dpt,2/8/2021,Lagoon A Primary,,Alpha Analytical,4%,ng/g,ND,3.00,0.47,,<MRL,6.01,0.27,J,ND,6.01,1.84,,<MRL,3.00,0.81,J,ND,6.01,0.84,,ND,3.00,0.54,,ND,3,0.727,,ND,6.01,0.631,,<MRL,3,0.805,J,ND,6.01,2.46,,Not reported,,,,<MRL,3,0.504,J,21.1,3,1.56,,<MRL,6.01,0.553,J,Not Reported,,,,<MRL,6.01,0.563,JF,Not Reported,,,,ND,12,1,,Not Reported,,,,Not Reported,,,,ND,12,3.59,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Weymouth Water Dpt,2/8/2021,Lagoon A Duplicate,,Alpha Analytical,4%,ng/g,ND,3.25,0.51,,10.50,6.50,0.30,,ND,6.50,1.99,,<MRL,3.25,0.87,J,ND,6.50,0.91,,ND,3.25,0.59,,ND,3.25,0.786,,ND,6.5,0.682,,<MRL,3.25,0.974,J,ND,6.5,0.909,,Not Reported,,,,<MRL,3.25,0.544,J,23.6,3.25,1.69,,<MRL,6.5,0.598,J,Not Reported,,,,<MRL,6.5,0.608,J,Not Reported,,,,ND,13,1.08,,Not Reported,,,,Not Reported,,,,ND,13,3.88,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Weymouth Water Dpt,2/8/2021,Lagoon B Primary,,Alpha Analytical,2%,ng/g,ND,5.45,0.85,,30.60,10.90,0.50,,ND,10.90,3.34,,<MRL,5.45,1.46,J,ND,10.90,1.53,,ND,5.45,0.98,,ND,5.45,1.32,,ND,10.9,1.14,,<MRL,5.45,1.64,J,ND,10.9,4.46,,Not Reported,,,,<MRL,5.45,0.914,J,37.2,5.45,2.84,,<MRL,10.9,1,J,Not Reported,,,,<MRL,10.9,1.02,J,Not Reported,,,,ND,21.8,1.82,,Not Reported,,,,Not Reported,,,,ND,21.8,6.52,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Weymouth Water Dpt,2/8/2021,Lagoon B Duplicate,,Alpha Analytical,2%,ng/g,ND,5.40,0.84,,26.10,10.80,0.49,,ND,10.80,3.31,,<MRL,5.40,1.45,J,ND,10.80,1.51,,ND,5.40,0.98,,ND,5.4,1.31,,ND,10.8,1.14,,<MRL,5.4,1.62,J,ND,10.8,4.42,,Not Reported,,,,<MRL,5.4,0.906,J,34.4,5.4,2.81,,<MRL,10.8,0.994,J,Not Reported,,,,<MRL,10.8,1.01,J,Not Reported,,,,ND,21.6,1.8,,Not Reported,,,,Not Reported,,,,ND,21.6,6.46,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Weymouth Water Dpt,2/8/2021,Lagoon C Primary,,Alpha Analytical,18%,ng/g,ND,0.68,0.11,,<MRL,1.37,0.06,J,ND,1.37,0.42,,<MRL,0.68,0.18,J,ND,1.37,0.19,,ND,0.68,0.12,,ND,0.684,0.166,,ND,1.37,0.144,,<MRL,0.684,0.205,J,ND,1.37,0.56,,Not Reported,,,,<MRL,0.684,0.115,J,4.99,0.684,0.356,,<MRL,1.37,0.126,J,Not Reported,,,,<MRL,1.37,0.128,J,Not Reported,,,,ND,2.74,0.228,,Not Reported,,,,Not Reported,,,,ND,2.74,0.818,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Weymouth Water Dpt,2/8/2021,Lagoon C Duplicatae,,Alpha Analytical,12%,ng/g,ND,1.02,0.16,,<MRL,2.04,0.09,J,ND,2.04,0.63,,<MRL,1.02,0.27,J,ND,2.04,0.29,,ND,1.02,0.18,,ND,1.02,0.247,,ND,2.04,0.214,,<MRL,1.02,0.306,J,ND,2.04,0.836,,Not Reported,,,,<MRL,1.02,0.171,JF,7.12,1.02,0.531,F,<MRL,2.04,0.188,J,Not Reported,,,,<MRL,2.04,0.191,J,Not Reported,,,,ND,4.09,0.341,,Not Reported,,,,Not Reported,,,,ND,4.09,1.22,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Weymouth Water Dpt,4/14/2021,North Field Primary,L2119432-01,Alpha Analytical,6%,ng/g,ND,2.06,,,ND,4.12,,,ND,4.12,,,ND,2.06,,,ND,4.12,,,ND,2.06,,,ND,2.06,,,ND,4.12,,,ND,2.06,,,ND,4.12,,,Not Reported,,,,ND,2.06,,,3.48,2.06,,F,ND,4.12,,,,,,,ND,4.12,,,Not Reported,,,,ND,8.24,,,Not Reported,,,,Not Reported,,,,ND,8.24,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Weymouth Water Dpt,4/14/2021,North Field Duplicate,L2119432-02,Alpha Analytical,3%,ng/g,ND,3.64,,,ND,7.28,,,ND,7.28,,,ND,3.64,,,ND,7.28,,,ND,3.64,,,ND,3.64,,,ND,7.28,,,ND,3.64,,,ND,7.28,,,Not Reported,,,,ND,3.64,,,10.6,3.64,,F,ND,7.28,,,,,,,ND,7.28,,,Not Reported,,,,ND,14.6,,,Not Reported,,,,Not Reported,,,,ND,14.6,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Weymouth Water Dpt,7/22/2021,AJB NORTH,L2139756-01,Alpha Analytical,2%,ng/g,ND,5.66,,,ND,11.3,,,ND,11.3,,,ND,5.66,,,ND,11.3,,,ND,5.66,,,ND,5.66,,,ND,11.3,,,ND,5.66,,,ND,11.3,,,Not Reported,,,,ND,5.66,,,ND,5.66,,,ND,11.3,,,,,,,ND,11.3,,,Not Reported,,,,ND,22.6,,,Not Reported,,,,Not Reported,,,,ND,22.6,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Weymouth Water Dpt,7/22/2021,AJB NORTH FIELD DUPLICATE,L2139756-02,Alpha Analytical,2%,ng/g,ND,5.61,,,ND,11.2,,,ND,11.2,,,ND,5.61,,,ND,11.2,,,ND,5.61,,,ND,5.61,,,ND,11.2,,,ND,5.61,,,ND,11.2,,,Not Reported,,,,ND,5.61,,,ND,5.61,,,ND,11.2,,,,,,,ND,11.2,,,Not Reported,,,,ND,22.4,,,Not Reported,,,,Not Reported,,,,ND,22.4,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Rousselot,3/11/2021,A51145,L2112419-01,Alpha Analytical,7.43,ng/g,ND,1.65,,,ND,3.29,,,ND,3.29,,,ND,1.65,,,ND,3.29,,,ND,1.65,,,ND,1.65,,,ND,3.29,,,ND,1.65,,,ND,3.29,,,Not Reported,,,,1.83,1.65,,,7.89,1.65,,,ND,3.29,,,,,,,ND,3.29,,,Not Reported,,,,ND,6.59,,,Not Reported,,,,Not Reported,,,,ND,6.59,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Rousselot,3/11/2021,A51146,L2112419-02,Alpha Analytical,7.42,ng/g,ND,1.63,,,ND,3.26,,,ND,3.26,,,ND,1.63,,,ND,3.26,,,ND,1.63,,,ND,1.63,,,ND,3.26,,,ND,1.63,,,ND,3.26,,,Not Reported,,,,ND,1.63,,,5.23,1.63,,,ND,3.26,,,,,,,ND,3.26,,,Not Reported,,,,ND,6.52,,,Not Reported,,,,Not Reported,,,,ND,6.52,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Rousselot,3/11/2021,A51149,L2112419-03,Alpha Analytical,26,ng/g,ND,0.458,,,ND,0.916,,,ND,0.916,,,ND,0.458,,,ND,0.916,,,ND,0.458,,,1.65,0.458,,,ND,0.916,,,0.552,0.458,,,ND,0.916,,,Not Reported,,,,1.97,0.458,,,6.48,0.458,,,ND,0.916,,,,,,,ND,0.916,,,Not Reported,,,,ND,1.83,,,Not Reported,,,,Not Reported,,,,ND,1.83,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Rousselot,3/11/2021,A51151,L2112419-04,Alpha Analytical,25.5,ng/g,ND,0.474,,,ND,0.947,,,ND,0.947,,,ND,0.474,,,ND,0.947,,,0.516,0.474,,,2.32,0.474,,,ND,0.947,,,0.735,0.474,,,ND,0.947,,,Not Reported,,,,2.56,0.474,,,9.28,0.474,,,ND,0.947,,,,,,,ND,0.947,,,Not Reported,,,,ND,1.89,,,Not Reported,,,,Not Reported,,,,ND,1.89,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Rousselot,3/11/2021,A51157,L2112419-05,Alpha Analytical,22.4,ng/g,ND,0.537,,,ND,1.07,,,ND,1.07,,,ND,0.537,,,ND,1.07,,,ND,0.537,,,1.54,0.537,,,ND,1.07,,,ND,0.537,,,ND,1.07,,,Not Reported,,,,1.76,0.537,,,4.8,0.537,,,ND,1.07,,,,,,,ND,1.07,,,Not Reported,,,,ND,2.15,,,Not Reported,,,,Not Reported,,,,ND,2.15,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Rousselot,3/11/2021,A51158,L2112419-06,Alpha Analytical,21.6,ng/g,ND,0.571,,,ND,1.14,,,ND,1.14,,,ND,0.571,,,ND,1.14,,,ND,0.571,,,1.14,0.571,,,ND,1.14,,,ND,0.571,,,ND,1.14,,,Not Reported,,,,1.94,0.571,,,5.24,0.571,,,ND,1.14,,,,,,,ND,1.14,,,Not Reported,,,,ND,2.28,,,Not Reported,,,,Not Reported,,,,ND,2.28,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Rousselot,3/11/2021,A51160,L2112419-07,Alpha Analytical,100,ng/l,ND,1.81,,,ND,1.81,,,ND,1.81,,,ND,1.81,,,ND,1.81,,,ND,1.81,,,ND,1.81,,,ND,1.81,,,ND,1.81,,,ND,1.81,,,Not Reported,,,,ND,1.81,,,ND,1.81,,,ND,1.81,,,,,,,ND,1.81,,,Not Reported,,,,ND,1.81,,,Not Reported,,,,Not Reported,,,,ND,1.81,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Rousselot Peabody,5/12/2021,A52427,L2125069-01,AAL,3.5,ng/g,ND,3.48,,,ND,6.97,,,ND,6.97,,,ND,3.48,,,ND,6.97,,,ND,3.48,,,ND,3.48,,,ND,6.97,,,ND,3.48,,,ND,6.97,,,Not Reported,,,,ND,3.48,,,5.97,3.48,,,ND,6.97,,,,,,,ND,6.97,,,Not Reported,,,,ND,13.9,,,Not Reported,,,,Not Reported,,,,ND,13.9,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Rousselot Peabody,5/12/2021,A52428,L2125069-02,AAL,2.38,ng/g,ND,4.89,,,ND,9.78,,,ND,9.78,,,ND,4.89,,,ND,9.78,,,ND,4.89,,,ND,4.89,,,ND,9.78,,,ND,4.89,,,ND,9.78,,,Not Reported,,,,ND,4.89,,,10.1,4.89,,F,ND,9.78,,,,,,,ND,9.78,,,Not Reported,,,,ND,19.6,,,Not Reported,,,,Not Reported,,,,ND,19.6,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Rousselot Peabody,5/12/2021,A52429,L2125069-03,AAL,30.9,ng/g,ND,0.392,,,ND,0.784,,,1.14,0.784,,F,ND,0.392,,,ND,0.784,,,ND,0.392,,,1.18,0.392,,,ND,0.784,,,ND,0.392,,,ND,0.784,,,Not Reported,,,,1.04,0.392,,,5.54,0.392,,,ND,0.784,,,,,,,ND,0.784,,,Not Reported,,,,ND,1.57,,,Not Reported,,,,Not Reported,,,,ND,1.57,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Rousselot Peabody,5/12/2021,A52432,L2125069-04,AAL,30.5,ng/g,ND,0.394,,,ND,0.787,,,1.22,0.787,,F,ND,0.394,,,ND,0.787,,,ND,0.394,,,1.3,0.394,,,ND,0.787,,,0.406,0.394,,,ND,0.787,,,Not Reported,,,,1.15,0.394,,,6.39,0.394,,,ND,0.787,,,,,,,ND,0.787,,,Not Reported,,,,ND,1.57,,,Not Reported,,,,Not Reported,,,,ND,1.57,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Rousselot Peabody,5/12/2021,A52440,L2125069-05,AAL,17.2,ng/g,ND,0.706,,,ND,1.41,,,ND,1.41,,,ND,0.706,,,ND,1.41,,,ND,0.706,,,0.807,0.706,,,ND,1.41,,,ND,0.706,,,ND,1.41,,,Not Reported,,,,1.02,0.706,,,4.01,0.706,,,ND,1.41,,,,,,,ND,1.41,,,Not Reported,,,,ND,2.82,,,Not Reported,,,,Not Reported,,,,ND,2.82,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Rousselot Peabody,5/12/2021,A52441,L2125069-06,AAL,17.4,ng/g,ND,0.67,,,ND,1.34,,,ND,1.34,,,ND,0.67,,,ND,1.34,,,ND,0.67,,,ND,0.67,,,ND,1.34,,,ND,0.67,,,ND,1.34,,,Not Reported,,,,0.944,0.67,,,3.52,0.67,,,ND,1.34,,,,,,,ND,1.34,,,Not Reported,,,,ND,2.68,,,Not Reported,,,,Not Reported,,,,ND,2.68,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
Hawk Ridge Compost Facility,3/2/2021,HRCF1-A,320-70746-1,Eurofins,30.9,ng/g,56.00,6.10,0.77,,32.00,6.10,0.86,,ND,6.10,1.20,,15,6.10,0.68,,4.9,6.10,2.10,J,7.10,6.10,0.89,,ND,6.10,0.95,,160.00,6.10,1.30,,3.80,6.10,1.10,J,ND,6.10,1.60,,Not Reported,,,,29.00,6.10,2.60,,38,16.00,6.30,B,22.00,6.10,2.40,,,,,,2.2,6.10,1.10,JI,Not Reported,,,,ND,6.10,0.61,,Not Reported,,,,Not Reported,,,,ND,6.10,0.61,,Not Reported,,,,Not Reported,,,,Not Reported,,,,Not Reported,,,,,,,,,,,,,,,,,,,,
